"show","theatre","current_week","past_week","week_ending"
"'night, Mother","Royale Theatre",125452,174099,2004-10-24
"'night, Mother","Royale Theatre",174099,178061,2004-10-31
"'night, Mother","Royale Theatre",178061,218636,2004-11-07
"'night, Mother","Royale Theatre",218636,192759,2004-11-14
"'night, Mother","Royale Theatre",192759,153438,2004-11-21
"'night, Mother","Royale Theatre",153438,185345,2004-11-28
"'night, Mother","Royale Theatre",185345,180563,2004-12-05
"'night, Mother","Royale Theatre",180563,160261,2004-12-12
"'night, Mother","Royale Theatre",160261,90995,2004-12-19
"'night, Mother","Royale Theatre",90995,185950,2004-12-26
"'night, Mother","Royale Theatre",185950,165921,2005-01-02
"""Master Harold""...and the Boys","Royale Theatre",148824,191588,2003-05-11
"""Master Harold""...and the Boys","Royale Theatre",191588,181536,2003-05-18
"""Master Harold""...and the Boys","Royale Theatre",181536,166124,2003-05-25
"""Master Harold""...and the Boys","Royale Theatre",166124,233096,2003-06-01
"""Master Harold""...and the Boys","Royale Theatre",233096,247213,2003-06-08
"""Master Harold""...and the Boys","Royale Theatre",247213,272079,2003-06-15
"""Master Harold""...and the Boys","Royale Theatre",272079,279417,2003-06-22
"""Master Harold""...and the Boys","Royale Theatre",279417,247423,2003-06-29
"""Master Harold""...and the Boys","Royale Theatre",247423,308995,2003-07-06
"[title of show]","Lyceum Theatre",69299,163916,2008-07-06
"[title of show]","Lyceum Theatre",163916,154121,2008-07-13
"[title of show]","Lyceum Theatre",154121,162682,2008-07-20
"[title of show]","Lyceum Theatre",162682,178183,2008-07-27
"[title of show]","Lyceum Theatre",178183,157123,2008-08-03
"[title of show]","Lyceum Theatre",157123,162745,2008-08-10
"[title of show]","Lyceum Theatre",162745,149212,2008-08-17
"[title of show]","Lyceum Theatre",149212,164458,2008-08-24
"[title of show]","Lyceum Theatre",164458,106905,2008-08-31
"[title of show]","Lyceum Theatre",106905,107591,2008-09-07
"[title of show]","Lyceum Theatre",107591,121417,2008-09-14
"[title of show]","Lyceum Theatre",121417,124322,2008-09-21
"[title of show]","Lyceum Theatre",124322,148510,2008-09-28
"[title of show]","Lyceum Theatre",148510,217645,2008-10-05
"110 in the Shade","Studio 54",197785,262544,2007-04-15
"110 in the Shade","Studio 54",262544,302978,2007-04-22
"110 in the Shade","Studio 54",302978,203869,2007-04-29
"110 in the Shade","Studio 54",203869,297228,2007-05-06
"110 in the Shade","Studio 54",297228,349113,2007-05-13
"110 in the Shade","Studio 54",349113,351224,2007-05-20
"110 in the Shade","Studio 54",351224,344604,2007-05-27
"110 in the Shade","Studio 54",344604,361440,2007-06-03
"110 in the Shade","Studio 54",361440,361312,2007-06-10
"110 in the Shade","Studio 54",361312,349945,2007-06-17
"110 in the Shade","Studio 54",349945,352681,2007-06-24
"110 in the Shade","Studio 54",352681,338931,2007-07-01
"110 in the Shade","Studio 54",338931,410515,2007-07-08
"110 in the Shade","Studio 54",410515,323984,2007-07-15
"110 in the Shade","Studio 54",323984,361161,2007-07-22
"13","Bernard B. Jacobs Theatre",203326,169415,2008-09-21
"13","Bernard B. Jacobs Theatre",169415,125793,2008-09-28
"13","Bernard B. Jacobs Theatre",125793,271915,2008-10-05
"13","Bernard B. Jacobs Theatre",271915,228202,2008-10-12
"13","Bernard B. Jacobs Theatre",228202,224799,2008-10-19
"13","Bernard B. Jacobs Theatre",224799,198610,2008-10-26
"13","Bernard B. Jacobs Theatre",198610,290271,2008-11-02
"13","Bernard B. Jacobs Theatre",290271,206743,2008-11-09
"13","Bernard B. Jacobs Theatre",206743,224957,2008-11-16
"13","Bernard B. Jacobs Theatre",224957,376634,2008-11-23
"13","Bernard B. Jacobs Theatre",376634,254539,2008-11-30
"13","Bernard B. Jacobs Theatre",254539,268319,2008-12-07
"13","Bernard B. Jacobs Theatre",268319,262235,2008-12-14
"13","Bernard B. Jacobs Theatre",262235,474956,2008-12-21
"13","Bernard B. Jacobs Theatre",474956,655655,2008-12-28
"1776","Gershwin Theatre",150045,174787,1997-07-20
"1776","Gershwin Theatre",174787,171818,1997-07-27
"1776","Gershwin Theatre",171818,162952,1997-08-03
"1776","Gershwin Theatre",162952,150195,1997-08-10
"1776","Gershwin Theatre",150195,169771,1997-08-17
"1776","Gershwin Theatre",169771,188482,1997-08-24
"1776","Gershwin Theatre",188482,169175,1997-08-31
"1776","Gershwin Theatre",169175,170616,1997-09-07
"1776","Gershwin Theatre",170616,164297,1997-09-14
"1776","Gershwin Theatre",164297,181907,1997-09-21
"1776","Gershwin Theatre",181907,190666,1997-09-28
"1776","Gershwin Theatre",190666,190793,1997-10-05
"1776","Gershwin Theatre",190793,186468,1997-10-12
"1776","Gershwin Theatre",186468,201666,1997-10-19
"1776","Gershwin Theatre",201666,213452,1997-10-26
"1776","Gershwin Theatre",213452,216314,1997-11-02
"1776","Gershwin Theatre",216314,215808,1997-11-09
"1776","Gershwin Theatre",363216,362391,1997-12-07
"1776","Gershwin Theatre",362391,381399,1997-12-14
"1776","Gershwin Theatre",381399,587629,1997-12-21
"1776","Gershwin Theatre",587629,537899,1997-12-28
"1776","Gershwin Theatre",537899,366108,1998-01-04
"1776","Gershwin Theatre",366108,421761,1998-01-11
"1776","Gershwin Theatre",421761,350242,1998-01-18
"1776","Gershwin Theatre",350242,375979,1998-01-25
"1776","Gershwin Theatre",375979,282785,1998-02-01
"1776","Gershwin Theatre",282785,492734,1998-02-08
"1776","Gershwin Theatre",492734,415343,1998-02-15
"1776","Gershwin Theatre",415343,346793,1998-02-22
"1776","Gershwin Theatre",346793,361043,1998-03-01
"1776","Gershwin Theatre",361043,377388,1998-03-08
"1776","Gershwin Theatre",377388,416406,1998-03-15
"1776","Gershwin Theatre",416406,391505,1998-03-22
"1776","Gershwin Theatre",391505,308216,1998-03-29
"1776","Gershwin Theatre",308216,305656,1998-04-05
"1776","Gershwin Theatre",305656,427784,1998-04-12
"1776","Gershwin Theatre",427784,352927,1998-04-19
"1776","Gershwin Theatre",352927,341207,1998-04-26
"1776","Gershwin Theatre",341207,272014,1998-05-03
"1776","Gershwin Theatre",272014,287177,1998-05-10
"1776","Gershwin Theatre",287177,314051,1998-05-17
"1776","Gershwin Theatre",314051,236009,1998-05-24
"1776","Gershwin Theatre",236009,284019,1998-05-31
"1776","Gershwin Theatre",284019,438896,1998-06-07
"1984","Hudson Theatre",212625.54,298437.82,2017-05-21
"1984","Hudson Theatre",298437.82,282052.58,2017-05-28
"1984","Hudson Theatre",282052.58,288446.08,2017-06-04
"1984","Hudson Theatre",288446.08,301461.08,2017-06-11
"1984","Hudson Theatre",301461.08,337503.32,2017-06-18
"1984","Hudson Theatre",337503.32,421364.08,2017-06-25
"1984","Hudson Theatre",421364.08,369888.08,2017-07-02
"1984","Hudson Theatre",369888.08,382754.58,2017-07-09
"1984","Hudson Theatre",382754.58,396758.08,2017-07-16
"1984","Hudson Theatre",396758.08,381259.08,2017-07-23
"1984","Hudson Theatre",381259.08,340888.58,2017-07-30
"1984","Hudson Theatre",340888.58,335041.08,2017-08-06
"1984","Hudson Theatre",335041.08,281481.08,2017-08-13
"1984","Hudson Theatre",281481.08,267344.08,2017-08-20
"1984","Hudson Theatre",267344.08,291069.08,2017-08-27
"1984","Hudson Theatre",291069.08,292803.08,2017-09-03
"1984","Hudson Theatre",292803.08,313796.58,2017-09-10
"1984","Hudson Theatre",313796.58,271920.08,2017-09-17
"1984","Hudson Theatre",271920.08,302268.08,2017-09-24
"1984","Hudson Theatre",302268.08,490658.08,2017-10-01
"3 from Brooklyn","Helen Hayes Theatre",26419,43184,1992-11-15
"3 from Brooklyn","Helen Hayes Theatre",43184,34647,1992-11-22
"3 from Brooklyn","Helen Hayes Theatre",34647,49464,1992-11-29
"3 from Brooklyn","Helen Hayes Theatre",49464,22657,1992-12-06
"3 from Brooklyn","Helen Hayes Theatre",22657,16347,1992-12-13
"3 from Brooklyn","Helen Hayes Theatre",16347,21363,1992-12-20
"33 Variations","Eugene O'Neill Theatre",246337,257720,2009-02-15
"33 Variations","Eugene O'Neill Theatre",257720,255692,2009-02-22
"33 Variations","Eugene O'Neill Theatre",255692,269780,2009-03-01
"33 Variations","Eugene O'Neill Theatre",269780,317866,2009-03-08
"33 Variations","Eugene O'Neill Theatre",317866,367554,2009-03-15
"33 Variations","Eugene O'Neill Theatre",367554,304731,2009-03-22
"33 Variations","Eugene O'Neill Theatre",304731,303803,2009-03-29
"33 Variations","Eugene O'Neill Theatre",303803,325279,2009-04-05
"33 Variations","Eugene O'Neill Theatre",325279,301812,2009-04-12
"33 Variations","Eugene O'Neill Theatre",301812,291195,2009-04-19
"33 Variations","Eugene O'Neill Theatre",291195,280760,2009-04-26
"33 Variations","Eugene O'Neill Theatre",280760,287867,2009-05-03
"33 Variations","Eugene O'Neill Theatre",287867,333656,2009-05-10
"33 Variations","Eugene O'Neill Theatre",333656,236250,2009-05-17
"42nd Street","Ford Center for the Performing Arts",211761,446174,2001-04-08
"42nd Street","Ford Center for the Performing Arts",446174,468091,2001-04-15
"42nd Street","Ford Center for the Performing Arts",468091,494263,2001-04-22
"42nd Street","Ford Center for the Performing Arts",494263,418006,2001-04-29
"42nd Street","Ford Center for the Performing Arts",418006,611932,2001-05-06
"42nd Street","Ford Center for the Performing Arts",611932,677755,2001-05-13
"42nd Street","Ford Center for the Performing Arts",677755,731127,2001-05-20
"42nd Street","Ford Center for the Performing Arts",731127,628672,2001-05-27
"42nd Street","Ford Center for the Performing Arts",628672,806381,2001-06-03
"42nd Street","Ford Center for the Performing Arts",806381,873776,2001-06-10
"42nd Street","Ford Center for the Performing Arts",873776,870100,2001-06-17
"42nd Street","Ford Center for the Performing Arts",870100,871664,2001-06-24
"42nd Street","Ford Center for the Performing Arts",871664,802126,2001-07-01
"42nd Street","Ford Center for the Performing Arts",802126,863872,2001-07-08
"42nd Street","Ford Center for the Performing Arts",863872,896066,2001-07-15
"42nd Street","Ford Center for the Performing Arts",896066,892096,2001-07-22
"42nd Street","Ford Center for the Performing Arts",892096,888762,2001-07-29
"42nd Street","Ford Center for the Performing Arts",888762,886119,2001-08-05
"42nd Street","Ford Center for the Performing Arts",886119,870973,2001-08-12
"42nd Street","Ford Center for the Performing Arts",870973,812745,2001-08-19
"42nd Street","Ford Center for the Performing Arts",812745,838712,2001-08-26
"42nd Street","Ford Center for the Performing Arts",838712,726654,2001-09-02
"42nd Street","Ford Center for the Performing Arts",726654,369284,2001-09-09
"42nd Street","Ford Center for the Performing Arts",369284,558398,2001-09-16
"42nd Street","Ford Center for the Performing Arts",558398,722844,2001-09-23
"42nd Street","Ford Center for the Performing Arts",722844,799305,2001-09-30
"42nd Street","Ford Center for the Performing Arts",799305,788803,2001-10-07
"42nd Street","Ford Center for the Performing Arts",788803,811431,2001-10-14
"42nd Street","Ford Center for the Performing Arts",811431,783123,2001-10-21
"42nd Street","Ford Center for the Performing Arts",783123,639878,2001-10-28
"42nd Street","Ford Center for the Performing Arts",639878,792300,2001-11-04
"42nd Street","Ford Center for the Performing Arts",792300,746552,2001-11-11
"42nd Street","Ford Center for the Performing Arts",746552,968797,2001-11-18
"42nd Street","Ford Center for the Performing Arts",968797,848011,2001-11-25
"42nd Street","Ford Center for the Performing Arts",848011,907902,2001-12-02
"42nd Street","Ford Center for the Performing Arts",907902,823443,2001-12-09
"42nd Street","Ford Center for the Performing Arts",823443,767711,2001-12-16
"42nd Street","Ford Center for the Performing Arts",767711,1233693,2001-12-23
"42nd Street","Ford Center for the Performing Arts",1233693,806847,2001-12-30
"42nd Street","Ford Center for the Performing Arts",806847,696558,2002-01-06
"42nd Street","Ford Center for the Performing Arts",696558,743681,2002-01-13
"42nd Street","Ford Center for the Performing Arts",743681,727363,2002-01-20
"42nd Street","Ford Center for the Performing Arts",727363,619892,2002-01-27
"42nd Street","Ford Center for the Performing Arts",619892,659360,2002-02-03
"42nd Street","Ford Center for the Performing Arts",659360,802547,2002-02-10
"42nd Street","Ford Center for the Performing Arts",802547,903868,2002-02-17
"42nd Street","Ford Center for the Performing Arts",903868,681137,2002-02-24
"42nd Street","Ford Center for the Performing Arts",681137,751009,2002-03-03
"42nd Street","Ford Center for the Performing Arts",751009,841856,2002-03-10
"42nd Street","Ford Center for the Performing Arts",841856,821476,2002-03-17
"42nd Street","Ford Center for the Performing Arts",821476,930406,2002-03-24
"42nd Street","Ford Center for the Performing Arts",930406,965528,2002-03-31
"42nd Street","Ford Center for the Performing Arts",965528,761769,2002-04-07
"42nd Street","Ford Center for the Performing Arts",761769,842654,2002-04-14
"42nd Street","Ford Center for the Performing Arts",842654,798419,2002-04-21
"42nd Street","Ford Center for the Performing Arts",798419,699657,2002-04-28
"42nd Street","Ford Center for the Performing Arts",699657,715783,2002-05-05
"42nd Street","Ford Center for the Performing Arts",715783,776978,2002-05-12
"42nd Street","Ford Center for the Performing Arts",776978,758073,2002-05-19
"42nd Street","Ford Center for the Performing Arts",758073,695065,2002-05-26
"42nd Street","Ford Center for the Performing Arts",695065,743173,2002-06-02
"42nd Street","Ford Center for the Performing Arts",743173,731504,2002-06-09
"42nd Street","Ford Center for the Performing Arts",731504,788230,2002-06-16
"42nd Street","Ford Center for the Performing Arts",788230,762844,2002-06-23
"42nd Street","Ford Center for the Performing Arts",762844,638718,2002-06-30
"42nd Street","Ford Center for the Performing Arts",638718,705302,2002-07-07
"42nd Street","Ford Center for the Performing Arts",705302,728450,2002-07-14
"42nd Street","Ford Center for the Performing Arts",728450,727043,2002-07-21
"42nd Street","Ford Center for the Performing Arts",727043,737969,2002-07-28
"42nd Street","Ford Center for the Performing Arts",737969,792653,2002-08-04
"42nd Street","Ford Center for the Performing Arts",792653,748663,2002-08-11
"42nd Street","Ford Center for the Performing Arts",748663,694438,2002-08-18
"42nd Street","Ford Center for the Performing Arts",694438,713046,2002-08-25
"42nd Street","Ford Center for the Performing Arts",713046,399685,2002-09-01
"42nd Street","Ford Center for the Performing Arts",399685,418215,2002-09-08
"42nd Street","Ford Center for the Performing Arts",418215,638785,2002-09-15
"42nd Street","Ford Center for the Performing Arts",638785,650784,2002-09-22
"42nd Street","Ford Center for the Performing Arts",650784,663096,2002-09-29
"42nd Street","Ford Center for the Performing Arts",663096,757039,2002-10-06
"42nd Street","Ford Center for the Performing Arts",757039,730969,2002-10-13
"42nd Street","Ford Center for the Performing Arts",730969,705883,2002-10-20
"42nd Street","Ford Center for the Performing Arts",705883,604301,2002-10-27
"42nd Street","Ford Center for the Performing Arts",604301,697612,2002-11-03
"42nd Street","Ford Center for the Performing Arts",697612,613380,2002-11-10
"42nd Street","Ford Center for the Performing Arts",613380,556370,2002-11-17
"42nd Street","Ford Center for the Performing Arts",556370,869531,2002-11-24
"42nd Street","Ford Center for the Performing Arts",869531,820087,2002-12-01
"42nd Street","Ford Center for the Performing Arts",820087,710892,2002-12-08
"42nd Street","Ford Center for the Performing Arts",710892,621156,2002-12-15
"42nd Street","Ford Center for the Performing Arts",621156,991324,2002-12-22
"42nd Street","Ford Center for the Performing Arts",991324,799563,2002-12-29
"42nd Street","Ford Center for the Performing Arts",799563,622047,2003-01-05
"42nd Street","Ford Center for the Performing Arts",622047,678711,2003-01-12
"42nd Street","Ford Center for the Performing Arts",678711,547383,2003-01-19
"42nd Street","Ford Center for the Performing Arts",547383,570859,2003-01-26
"42nd Street","Ford Center for the Performing Arts",570859,566649,2003-02-02
"42nd Street","Ford Center for the Performing Arts",566649,745861,2003-02-09
"42nd Street","Ford Center for the Performing Arts",745861,639220,2003-02-16
"42nd Street","Ford Center for the Performing Arts",639220,609225,2003-02-23
"42nd Street","Ford Center for the Performing Arts",609225,155144,2003-03-02
"42nd Street","Ford Center for the Performing Arts",155144,651524,2003-03-09
"42nd Street","Ford Center for the Performing Arts",651524,615530,2003-03-16
"42nd Street","Ford Center for the Performing Arts",615530,603854,2003-03-23
"42nd Street","Ford Center for the Performing Arts",603854,520801,2003-03-30
"42nd Street","Ford Center for the Performing Arts",520801,591918,2003-04-06
"42nd Street","Ford Center for the Performing Arts",591918,707619,2003-04-13
"42nd Street","Ford Center for the Performing Arts",707619,805555,2003-04-20
"42nd Street","Ford Center for the Performing Arts",805555,582145,2003-04-27
"42nd Street","Ford Center for the Performing Arts",582145,563067,2003-05-04
"42nd Street","Ford Center for the Performing Arts",563067,655134,2003-05-11
"42nd Street","Ford Center for the Performing Arts",655134,697983,2003-05-18
"42nd Street","Ford Center for the Performing Arts",697983,588492,2003-05-25
"42nd Street","Ford Center for the Performing Arts",588492,598453,2003-06-01
"42nd Street","Ford Center for the Performing Arts",598453,625731,2003-06-08
"42nd Street","Ford Center for the Performing Arts",625731,741252,2003-06-15
"42nd Street","Ford Center for the Performing Arts",741252,730693,2003-06-22
"42nd Street","Ford Center for the Performing Arts",730693,651192,2003-06-29
"42nd Street","Ford Center for the Performing Arts",651192,694469,2003-07-06
"42nd Street","Ford Center for the Performing Arts",694469,758580,2003-07-13
"42nd Street","Ford Center for the Performing Arts",758580,776540,2003-07-20
"42nd Street","Ford Center for the Performing Arts",776540,737630,2003-07-27
"42nd Street","Ford Center for the Performing Arts",737630,797391,2003-08-03
"42nd Street","Ford Center for the Performing Arts",797391,605328,2003-08-10
"42nd Street","Ford Center for the Performing Arts",605328,689112,2003-08-17
"42nd Street","Ford Center for the Performing Arts",689112,676843,2003-08-24
"42nd Street","Ford Center for the Performing Arts",676843,429319,2003-08-31
"42nd Street","Ford Center for the Performing Arts",429319,546407,2003-09-07
"42nd Street","Ford Center for the Performing Arts",546407,573768,2003-09-14
"42nd Street","Ford Center for the Performing Arts",573768,607925,2003-09-21
"42nd Street","Ford Center for the Performing Arts",607925,635497,2003-09-28
"42nd Street","Ford Center for the Performing Arts",635497,718632,2003-10-05
"42nd Street","Ford Center for the Performing Arts",718632,746305,2003-10-12
"42nd Street","Ford Center for the Performing Arts",746305,649470,2003-10-19
"42nd Street","Ford Center for the Performing Arts",649470,534487,2003-10-26
"42nd Street","Ford Center for the Performing Arts",534487,626966,2003-11-02
"42nd Street","Ford Center for the Performing Arts",626966,540910,2003-11-09
"42nd Street","Ford Center for the Performing Arts",540910,518533,2003-11-16
"42nd Street","Ford Center for the Performing Arts",518533,713344,2003-11-23
"42nd Street","Ford Center for the Performing Arts",713344,711983,2003-11-30
"42nd Street","Ford Center for the Performing Arts",711983,615868,2003-12-07
"42nd Street","Ford Center for the Performing Arts",615868,542799,2003-12-14
"42nd Street","Ford Center for the Performing Arts",542799,861160,2003-12-21
"42nd Street","Ford Center for the Performing Arts",861160,885485,2003-12-28
"42nd Street","Ford Center for the Performing Arts",885485,479155,2004-01-04
"42nd Street","Ford Center for the Performing Arts",479155,478294,2004-01-11
"42nd Street","Ford Center for the Performing Arts",478294,399025,2004-01-18
"42nd Street","Ford Center for the Performing Arts",399025,328853,2004-01-25
"42nd Street","Ford Center for the Performing Arts",328853,415607,2004-02-01
"42nd Street","Ford Center for the Performing Arts",415607,564528,2004-02-08
"42nd Street","Ford Center for the Performing Arts",564528,635760,2004-02-15
"42nd Street","Ford Center for the Performing Arts",635760,437875,2004-02-22
"42nd Street","Ford Center for the Performing Arts",437875,460451,2004-02-29
"42nd Street","Ford Center for the Performing Arts",460451,591859,2004-03-07
"42nd Street","Ford Center for the Performing Arts",591859,660257,2004-03-14
"42nd Street","Ford Center for the Performing Arts",660257,695390,2004-03-21
"42nd Street","Ford Center for the Performing Arts",695390,569384,2004-03-28
"42nd Street","Ford Center for the Performing Arts",569384,781194,2004-04-04
"42nd Street","Ford Center for the Performing Arts",781194,718256,2004-04-11
"42nd Street","Ford Center for the Performing Arts",718256,647719,2004-04-18
"42nd Street","Ford Center for the Performing Arts",647719,527132,2004-04-25
"42nd Street","Ford Center for the Performing Arts",527132,530203,2004-05-02
"42nd Street","Ford Center for the Performing Arts",530203,553196,2004-05-09
"42nd Street","Ford Center for the Performing Arts",553196,618319,2004-05-16
"42nd Street","Ford Center for the Performing Arts",618319,550952,2004-05-23
"42nd Street","Ford Center for the Performing Arts",550952,604963,2004-05-30
"42nd Street","Ford Center for the Performing Arts",604963,592262,2004-06-06
"42nd Street","Ford Center for the Performing Arts",592262,629795,2004-06-13
"42nd Street","Ford Center for the Performing Arts",629795,704872,2004-06-20
"42nd Street","Ford Center for the Performing Arts",704872,530077,2004-06-27
"42nd Street","Ford Center for the Performing Arts",530077,642447,2004-07-04
"42nd Street","Ford Center for the Performing Arts",642447,707345,2004-07-11
"42nd Street","Ford Center for the Performing Arts",707345,684012,2004-07-18
"42nd Street","Ford Center for the Performing Arts",684012,655853,2004-07-25
"42nd Street","Ford Center for the Performing Arts",655853,630506,2004-08-01
"42nd Street","Ford Center for the Performing Arts",630506,610072,2004-08-08
"42nd Street","Ford Center for the Performing Arts",610072,548415,2004-08-15
"42nd Street","Ford Center for the Performing Arts",548415,478094,2004-08-22
"42nd Street","Ford Center for the Performing Arts",478094,435506,2004-08-29
"42nd Street","Ford Center for the Performing Arts",435506,393972,2004-09-05
"42nd Street","Ford Center for the Performing Arts",393972,563018,2004-09-12
"42nd Street","Ford Center for the Performing Arts",563018,589109,2004-09-19
"42nd Street","Ford Center for the Performing Arts",589109,602620,2004-09-26
"42nd Street","Ford Center for the Performing Arts",602620,695437,2004-10-03
"42nd Street","Ford Center for the Performing Arts",695437,684966,2004-10-10
"42nd Street","Ford Center for the Performing Arts",684966,718276,2004-10-17
"42nd Street","Ford Center for the Performing Arts",718276,618126,2004-10-24
"42nd Street","Ford Center for the Performing Arts",618126,587162,2004-10-31
"42nd Street","Ford Center for the Performing Arts",587162,692179,2004-11-07
"42nd Street","Ford Center for the Performing Arts",692179,623142,2004-11-14
"42nd Street","Ford Center for the Performing Arts",623142,861880,2004-11-21
"42nd Street","Ford Center for the Performing Arts",861880,721019,2004-11-28
"42nd Street","Ford Center for the Performing Arts",721019,811907,2004-12-05
"42nd Street","Ford Center for the Performing Arts",811907,700240,2004-12-12
"42nd Street","Ford Center for the Performing Arts",700240,758987,2004-12-19
"42nd Street","Ford Center for the Performing Arts",758987,1128583,2004-12-26
"42nd Street","St. James Theatre",282368,301417,1985-06-09
"42nd Street","St. James Theatre",301417,296438,1985-06-16
"42nd Street","St. James Theatre",296438,292841,1985-06-23
"42nd Street","St. James Theatre",292841,235685,1985-06-30
"42nd Street","St. James Theatre",235685,252046,1985-07-07
"42nd Street","St. James Theatre",252046,292708,1985-07-14
"42nd Street","St. James Theatre",292708,298993,1985-07-21
"42nd Street","St. James Theatre",298993,273645,1985-07-28
"42nd Street","St. James Theatre",273645,295896,1985-08-04
"42nd Street","St. James Theatre",295896,347623,1985-08-11
"42nd Street","St. James Theatre",347623,341894,1985-08-18
"42nd Street","St. James Theatre",341894,343578,1985-08-25
"42nd Street","St. James Theatre",343578,219745,1985-09-01
"42nd Street","St. James Theatre",219745,240626,1985-09-08
"42nd Street","St. James Theatre",240626,249334,1985-09-15
"42nd Street","St. James Theatre",249334,233486,1985-09-22
"42nd Street","St. James Theatre",233486,262310,1985-09-29
"42nd Street","St. James Theatre",262310,321796,1985-10-06
"42nd Street","St. James Theatre",321796,319742,1985-10-13
"42nd Street","St. James Theatre",319742,302477,1985-10-20
"42nd Street","St. James Theatre",302477,260710,1985-10-27
"42nd Street","St. James Theatre",260710,325960,1985-11-03
"42nd Street","St. James Theatre",325960,289927,1985-11-10
"42nd Street","St. James Theatre",289927,253825,1985-11-17
"42nd Street","St. James Theatre",253825,366677,1985-11-24
"42nd Street","St. James Theatre",366677,314035,1985-12-01
"42nd Street","St. James Theatre",314035,280345,1985-12-08
"42nd Street","St. James Theatre",280345,193717,1985-12-15
"42nd Street","St. James Theatre",193717,391800,1985-12-22
"42nd Street","St. James Theatre",391800,321410,1985-12-29
"42nd Street","St. James Theatre",321410,211864,1986-01-05
"42nd Street","St. James Theatre",211864,216503,1986-01-12
"42nd Street","St. James Theatre",216503,168256,1986-01-19
"42nd Street","St. James Theatre",168256,160221,1986-01-26
"42nd Street","St. James Theatre",160221,145554,1986-02-02
"42nd Street","St. James Theatre",145554,241161,1986-02-09
"42nd Street","St. James Theatre",241161,204408,1986-02-16
"42nd Street","St. James Theatre",204408,179346,1986-02-23
"42nd Street","St. James Theatre",179346,187598,1986-03-02
"42nd Street","St. James Theatre",187598,223095,1986-03-09
"42nd Street","St. James Theatre",223095,234218,1986-03-16
"42nd Street","St. James Theatre",234218,285103,1986-03-23
"42nd Street","St. James Theatre",285103,262723,1986-03-30
"42nd Street","St. James Theatre",262723,220125,1986-04-06
"42nd Street","St. James Theatre",220125,246346,1986-04-13
"42nd Street","St. James Theatre",246346,264987,1986-04-20
"42nd Street","St. James Theatre",264987,260372,1986-04-27
"42nd Street","St. James Theatre",260372,240189,1986-05-04
"42nd Street","St. James Theatre",240189,248552,1986-05-11
"42nd Street","St. James Theatre",248552,277929,1986-05-18
"42nd Street","St. James Theatre",277929,214028,1986-05-25
"42nd Street","St. James Theatre",214028,251574,1986-06-01
"42nd Street","St. James Theatre",251574,250203,1986-06-08
"42nd Street","St. James Theatre",250203,254708,1986-06-15
"42nd Street","St. James Theatre",254708,244213,1986-06-22
"42nd Street","St. James Theatre",244213,290297,1986-06-29
"42nd Street","St. James Theatre",290297,282828,1986-07-06
"42nd Street","St. James Theatre",282828,313780,1986-07-13
"42nd Street","St. James Theatre",313780,293863,1986-07-20
"42nd Street","St. James Theatre",293863,289927,1986-07-27
"42nd Street","St. James Theatre",289927,306226,1986-08-03
"42nd Street","St. James Theatre",306226,326009,1986-08-10
"42nd Street","St. James Theatre",326009,323112,1986-08-17
"42nd Street","St. James Theatre",323112,318560,1986-08-24
"42nd Street","St. James Theatre",318560,187219,1986-08-31
"42nd Street","St. James Theatre",187219,253834,1986-09-07
"42nd Street","St. James Theatre",253834,265523,1986-09-14
"42nd Street","St. James Theatre",265523,262232,1986-09-21
"42nd Street","St. James Theatre",262232,240747,1986-09-28
"42nd Street","St. James Theatre",240747,305526,1986-10-05
"42nd Street","St. James Theatre",305526,286581,1986-10-12
"42nd Street","St. James Theatre",286581,281040,1986-10-19
"42nd Street","St. James Theatre",281040,217993,1986-10-26
"42nd Street","St. James Theatre",217993,277875,1986-11-02
"42nd Street","St. James Theatre",277875,250838,1986-11-09
"42nd Street","St. James Theatre",250838,234357,1986-11-16
"42nd Street","St. James Theatre",234357,310292,1986-11-23
"42nd Street","St. James Theatre",310292,278191,1986-11-30
"42nd Street","St. James Theatre",278191,253095,1986-12-07
"42nd Street","St. James Theatre",253095,174810,1986-12-14
"42nd Street","St. James Theatre",174810,318061,1986-12-21
"42nd Street","St. James Theatre",318061,338327,1986-12-28
"42nd Street","St. James Theatre",338327,202323,1987-01-04
"42nd Street","St. James Theatre",202323,214875,1987-01-11
"42nd Street","St. James Theatre",214875,153004,1987-01-18
"42nd Street","St. James Theatre",153004,132499,1987-01-25
"42nd Street","St. James Theatre",132499,150033,1987-02-01
"42nd Street","St. James Theatre",150033,234225,1987-02-08
"42nd Street","St. James Theatre",234225,199071,1987-02-15
"42nd Street","St. James Theatre",199071,172484,1987-02-22
"42nd Street","St. James Theatre",172484,185438,1987-03-01
"42nd Street","St. James Theatre",185438,209009,1987-03-08
"42nd Street","St. James Theatre",209009,244401,1987-03-15
"42nd Street","St. James Theatre",244401,253341,1987-03-22
"42nd Street","St. James Theatre",253341,223142,1987-03-29
"42nd Street","St. James Theatre",223142,219136,1987-04-05
"42nd Street","St. James Theatre",219136,278714,1987-04-12
"42nd Street","St. James Theatre",278714,269615,1987-04-19
"42nd Street","St. James Theatre",269615,263410,1987-04-26
"42nd Street","St. James Theatre",263410,230400,1987-05-03
"42nd Street","St. James Theatre",230400,261575,1987-05-10
"42nd Street","St. James Theatre",261575,275368,1987-05-17
"42nd Street","St. James Theatre",275368,228068,1987-05-24
