"show","theatre","current_week","past_week","week_ending"
"Wicked","Gershwin Theatre",1201309,1203281,2005-04-10
"Wicked","Gershwin Theatre",1203281,1215733,2005-04-17
"Wicked","Gershwin Theatre",1215733,1255997,2005-04-24
"Wicked","Gershwin Theatre",1255997,1230678,2005-05-01
"Wicked","Gershwin Theatre",1230678,1246462,2005-05-08
"Wicked","Gershwin Theatre",1246462,1243774,2005-05-15
"Wicked","Gershwin Theatre",1243774,1255567,2005-05-22
"Wicked","Gershwin Theatre",1255567,1249964,2005-05-29
"Wicked","Gershwin Theatre",1249964,1265536,2005-06-05
"Wicked","Gershwin Theatre",1265536,1267274,2005-06-12
"Wicked","Gershwin Theatre",1267274,1265311,2005-06-19
"Wicked","Gershwin Theatre",1265311,1290478,2005-06-26
"Wicked","Gershwin Theatre",1290478,1302256,2005-07-03
"Wicked","Gershwin Theatre",1302256,1297582,2005-07-10
"Wicked","Gershwin Theatre",1297582,1307492,2005-07-17
"Wicked","Gershwin Theatre",1307492,1311651,2005-07-24
"Wicked","Gershwin Theatre",1311651,1312297,2005-07-31
"Wicked","Gershwin Theatre",1312297,1314515,2005-08-07
"Wicked","Gershwin Theatre",1314515,1312017,2005-08-14
"Wicked","Gershwin Theatre",1312017,1317421,2005-08-21
"Wicked","Gershwin Theatre",1317421,1320047,2005-08-28
"Wicked","Gershwin Theatre",1320047,1276941,2005-09-04
"Wicked","Gershwin Theatre",1276941,1249010,2005-09-11
"Wicked","Gershwin Theatre",1249010,1263292,2005-09-18
"Wicked","Gershwin Theatre",1263292,1266499,2005-09-25
"Wicked","Gershwin Theatre",1266499,1305035,2005-10-02
"Wicked","Gershwin Theatre",1305035,1281947,2005-10-09
"Wicked","Gershwin Theatre",1281947,1301198,2005-10-16
"Wicked","Gershwin Theatre",1301198,1291006,2005-10-23
"Wicked","Gershwin Theatre",1291006,1304041,2005-10-30
"Wicked","Gershwin Theatre",1304041,1318294,2005-11-06
"Wicked","Gershwin Theatre",1318294,1317881,2005-11-13
"Wicked","Gershwin Theatre",1317881,1521159,2005-11-20
"Wicked","Gershwin Theatre",1521159,1351144,2005-11-27
"Wicked","Gershwin Theatre",1351144,1345796,2005-12-04
"Wicked","Gershwin Theatre",1345796,1350164,2005-12-11
"Wicked","Gershwin Theatre",1350164,1439603,2005-12-18
"Wicked","Gershwin Theatre",1439603,1610934,2005-12-25
"Wicked","Gershwin Theatre",1610934,1360955,2006-01-01
"Wicked","Gershwin Theatre",1360955,1362006,2006-01-08
"Wicked","Gershwin Theatre",1362006,1336485,2006-01-15
"Wicked","Gershwin Theatre",1336485,1346750,2006-01-22
"Wicked","Gershwin Theatre",1346750,1303981,2006-01-29
"Wicked","Gershwin Theatre",1303981,1315139,2006-02-05
"Wicked","Gershwin Theatre",1315139,1360859,2006-02-12
"Wicked","Gershwin Theatre",1360859,1411120,2006-02-19
"Wicked","Gershwin Theatre",1411120,1327337,2006-02-26
"Wicked","Gershwin Theatre",1327337,1327886,2006-03-05
"Wicked","Gershwin Theatre",1327886,1338102,2006-03-12
"Wicked","Gershwin Theatre",1338102,1341200,2006-03-19
"Wicked","Gershwin Theatre",1341200,1335008,2006-03-26
"Wicked","Gershwin Theatre",1335008,1354481,2006-04-02
"Wicked","Gershwin Theatre",1354481,1454174,2006-04-09
"Wicked","Gershwin Theatre",1454174,1440426,2006-04-16
"Wicked","Gershwin Theatre",1440426,1310827,2006-04-23
"Wicked","Gershwin Theatre",1310827,1331209,2006-04-30
"Wicked","Gershwin Theatre",1331209,1346016,2006-05-07
"Wicked","Gershwin Theatre",1346016,1355903,2006-05-14
"Wicked","Gershwin Theatre",1355903,1350004,2006-05-21
"Wicked","Gershwin Theatre",1350004,1341770,2006-05-28
"Wicked","Gershwin Theatre",1341770,1340915,2006-06-04
"Wicked","Gershwin Theatre",1340915,1365387,2006-06-11
"Wicked","Gershwin Theatre",1365387,1405687,2006-06-18
"Wicked","Gershwin Theatre",1405687,1431843,2006-06-25
"Wicked","Gershwin Theatre",1431843,1438551,2006-07-02
"Wicked","Gershwin Theatre",1438551,1438835,2006-07-09
"Wicked","Gershwin Theatre",1438835,1443757,2006-07-16
"Wicked","Gershwin Theatre",1443757,1443870,2006-07-23
"Wicked","Gershwin Theatre",1443870,1448975,2006-07-30
"Wicked","Gershwin Theatre",1448975,1452320,2006-08-06
"Wicked","Gershwin Theatre",1452320,1446082,2006-08-13
"Wicked","Gershwin Theatre",1446082,1424998,2006-08-20
"Wicked","Gershwin Theatre",1424998,1452817,2006-08-27
"Wicked","Gershwin Theatre",1452817,1376769,2006-09-03
"Wicked","Gershwin Theatre",1376769,1389174,2006-09-10
"Wicked","Gershwin Theatre",1389174,1367250,2006-09-17
"Wicked","Gershwin Theatre",1367250,1383737,2006-09-24
"Wicked","Gershwin Theatre",1383737,1410150,2006-10-01
"Wicked","Gershwin Theatre",1410150,1411174,2006-10-08
"Wicked","Gershwin Theatre",1411174,1412444,2006-10-15
"Wicked","Gershwin Theatre",1412444,1408440,2006-10-22
"Wicked","Gershwin Theatre",1408440,1385490,2006-10-29
"Wicked","Gershwin Theatre",1385490,1402177,2006-11-05
"Wicked","Gershwin Theatre",1402177,1386066,2006-11-12
"Wicked","Gershwin Theatre",1386066,1715156,2006-11-19
"Wicked","Gershwin Theatre",1715156,1413336,2006-11-26
"Wicked","Gershwin Theatre",1413336,1450534,2006-12-03
"Wicked","Gershwin Theatre",1450534,1440294,2006-12-10
"Wicked","Gershwin Theatre",1440294,1681134,2006-12-17
"Wicked","Gershwin Theatre",1681134,1800310,2006-12-24
"Wicked","Gershwin Theatre",1800310,1404787,2006-12-31
"Wicked","Gershwin Theatre",1404787,1408037,2007-01-07
"Wicked","Gershwin Theatre",1408037,1365614,2007-01-14
"Wicked","Gershwin Theatre",1365614,1349148,2007-01-21
"Wicked","Gershwin Theatre",1349148,1314391,2007-01-28
"Wicked","Gershwin Theatre",1314391,1307183,2007-02-04
"Wicked","Gershwin Theatre",1307183,1407207,2007-02-11
"Wicked","Gershwin Theatre",1407207,1452306,2007-02-18
"Wicked","Gershwin Theatre",1452306,1355906,2007-02-25
"Wicked","Gershwin Theatre",1355906,1370150,2007-03-04
"Wicked","Gershwin Theatre",1370150,1388693,2007-03-11
"Wicked","Gershwin Theatre",1388693,1380917,2007-03-18
"Wicked","Gershwin Theatre",1380917,1392168,2007-03-25
"Wicked","Gershwin Theatre",1392168,1467527,2007-04-01
"Wicked","Gershwin Theatre",1467527,1487336,2007-04-08
"Wicked","Gershwin Theatre",1487336,1401980,2007-04-15
"Wicked","Gershwin Theatre",1401980,1389502,2007-04-22
"Wicked","Gershwin Theatre",1389502,1384931,2007-04-29
"Wicked","Gershwin Theatre",1384931,1390500,2007-05-06
"Wicked","Gershwin Theatre",1390500,1389293,2007-05-13
"Wicked","Gershwin Theatre",1389293,1404241,2007-05-20
"Wicked","Gershwin Theatre",1404241,1388636,2007-05-27
"Wicked","Gershwin Theatre",1388636,1401805,2007-06-03
"Wicked","Gershwin Theatre",1401805,1426820,2007-06-10
"Wicked","Gershwin Theatre",1426820,1445474,2007-06-17
"Wicked","Gershwin Theatre",1445474,1455985,2007-06-24
"Wicked","Gershwin Theatre",1455985,1469948,2007-07-01
"Wicked","Gershwin Theatre",1469948,1468400,2007-07-08
"Wicked","Gershwin Theatre",1468400,1472649,2007-07-15
"Wicked","Gershwin Theatre",1472649,1480955,2007-07-22
"Wicked","Gershwin Theatre",1480955,1489919,2007-07-29
"Wicked","Gershwin Theatre",1489919,1492271,2007-08-05
"Wicked","Gershwin Theatre",1492271,1483860,2007-08-12
"Wicked","Gershwin Theatre",1483860,1472393,2007-08-19
"Wicked","Gershwin Theatre",1472393,1480508,2007-08-26
"Wicked","Gershwin Theatre",1480508,1383807,2007-09-02
"Wicked","Gershwin Theatre",1383807,1353236,2007-09-09
"Wicked","Gershwin Theatre",1353236,1405642,2007-09-16
"Wicked","Gershwin Theatre",1405642,1401662,2007-09-23
"Wicked","Gershwin Theatre",1401662,1398878,2007-09-30
"Wicked","Gershwin Theatre",1398878,1433557,2007-10-07
"Wicked","Gershwin Theatre",1433557,1449978,2007-10-14
"Wicked","Gershwin Theatre",1449978,1435731,2007-10-21
"Wicked","Gershwin Theatre",1435731,1335757,2007-10-28
"Wicked","Gershwin Theatre",1335757,852843,2007-11-04
"Wicked","Gershwin Theatre",852843,0,2007-11-11
"Wicked","Gershwin Theatre",0,0,2007-11-18
"Wicked","Gershwin Theatre",0,941588,2007-11-25
"Wicked","Gershwin Theatre",941588,1446244,2007-12-02
"Wicked","Gershwin Theatre",1446244,1449240,2007-12-09
"Wicked","Gershwin Theatre",1449240,1707129,2007-12-16
"Wicked","Gershwin Theatre",1707129,1839950,2007-12-23
"Wicked","Gershwin Theatre",1839950,1494991,2007-12-30
"Wicked","Gershwin Theatre",1494991,1400269,2008-01-06
"Wicked","Gershwin Theatre",1400269,1371768,2008-01-13
"Wicked","Gershwin Theatre",1371768,1343579,2008-01-20
"Wicked","Gershwin Theatre",1343579,1344206,2008-01-27
"Wicked","Gershwin Theatre",1344206,1310705,2008-02-03
"Wicked","Gershwin Theatre",1310705,1363888,2008-02-10
"Wicked","Gershwin Theatre",1363888,1507849,2008-02-17
"Wicked","Gershwin Theatre",1507849,1360610,2008-02-24
"Wicked","Gershwin Theatre",1360610,1378638,2008-03-02
"Wicked","Gershwin Theatre",1378638,1456447,2008-03-09
"Wicked","Gershwin Theatre",1456447,1503737,2008-03-16
"Wicked","Gershwin Theatre",1503737,1544646,2008-03-23
"Wicked","Gershwin Theatre",1544646,1501041,2008-03-30
"Wicked","Gershwin Theatre",1501041,1506420,2008-04-06
"Wicked","Gershwin Theatre",1506420,1507124,2008-04-13
"Wicked","Gershwin Theatre",1507124,1468682,2008-04-20
"Wicked","Gershwin Theatre",1468682,1439333,2008-04-27
"Wicked","Gershwin Theatre",1439333,1434150,2008-05-04
"Wicked","Gershwin Theatre",1434150,1446047,2008-05-11
"Wicked","Gershwin Theatre",1446047,1451486,2008-05-18
"Wicked","Gershwin Theatre",1451486,1432317,2008-05-25
"Wicked","Gershwin Theatre",1432317,1447560,2008-06-01
"Wicked","Gershwin Theatre",1447560,1457315,2008-06-08
"Wicked","Gershwin Theatre",1457315,1475342,2008-06-15
"Wicked","Gershwin Theatre",1475342,1501368,2008-06-22
"Wicked","Gershwin Theatre",1501368,1518261,2008-06-29
"Wicked","Gershwin Theatre",1518261,1513604,2008-07-06
"Wicked","Gershwin Theatre",1513604,1522706,2008-07-13
"Wicked","Gershwin Theatre",1522706,1522686,2008-07-20
"Wicked","Gershwin Theatre",1522686,1533498,2008-07-27
"Wicked","Gershwin Theatre",1533498,1534964,2008-08-03
"Wicked","Gershwin Theatre",1534964,1527832,2008-08-10
"Wicked","Gershwin Theatre",1527832,1511914,2008-08-17
"Wicked","Gershwin Theatre",1511914,1521795,2008-08-24
"Wicked","Gershwin Theatre",1521795,1351513,2008-08-31
"Wicked","Gershwin Theatre",1351513,1351548,2008-09-07
"Wicked","Gershwin Theatre",1351548,1391903,2008-09-14
"Wicked","Gershwin Theatre",1391903,1383988,2008-09-21
"Wicked","Gershwin Theatre",1383988,1402931,2008-09-28
"Wicked","Gershwin Theatre",1402931,1419612,2008-10-05
"Wicked","Gershwin Theatre",1419612,1431479,2008-10-12
"Wicked","Gershwin Theatre",1431479,1418491,2008-10-19
"Wicked","Gershwin Theatre",1418491,1403819,2008-10-26
"Wicked","Gershwin Theatre",1403819,1363108,2008-11-02
"Wicked","Gershwin Theatre",1363108,1305090,2008-11-09
"Wicked","Gershwin Theatre",1305090,1325394,2008-11-16
"Wicked","Gershwin Theatre",1325394,1800907,2008-11-23
"Wicked","Gershwin Theatre",1800907,1402358,2008-11-30
"Wicked","Gershwin Theatre",1402358,1430967,2008-12-07
"Wicked","Gershwin Theatre",1430967,1499186,2008-12-14
"Wicked","Gershwin Theatre",1499186,1803262,2008-12-21
"Wicked","Gershwin Theatre",1803262,1769489,2008-12-28
"Wicked","Gershwin Theatre",1769489,1365879,2009-01-04
"Wicked","Gershwin Theatre",1365879,1302387,2009-01-11
"Wicked","Gershwin Theatre",1302387,1236816,2009-01-18
"Wicked","Gershwin Theatre",1236816,1212812,2009-01-25
"Wicked","Gershwin Theatre",1212812,1169304,2009-02-01
"Wicked","Gershwin Theatre",1169304,1228776,2009-02-08
"Wicked","Gershwin Theatre",1228776,1449915,2009-02-15
"Wicked","Gershwin Theatre",1449915,1241055,2009-02-22
"Wicked","Gershwin Theatre",1241055,1231466,2009-03-01
"Wicked","Gershwin Theatre",1231466,1305496,2009-03-08
"Wicked","Gershwin Theatre",1305496,1444495,2009-03-15
"Wicked","Gershwin Theatre",1444495,1413721,2009-03-22
"Wicked","Gershwin Theatre",1413721,1408086,2009-03-29
"Wicked","Gershwin Theatre",1408086,1524141,2009-04-05
"Wicked","Gershwin Theatre",1524141,1539124,2009-04-12
"Wicked","Gershwin Theatre",1539124,1458664,2009-04-19
"Wicked","Gershwin Theatre",1458664,1384780,2009-04-26
"Wicked","Gershwin Theatre",1384780,1380171,2009-05-03
"Wicked","Gershwin Theatre",1380171,1403974,2009-05-10
"Wicked","Gershwin Theatre",1403974,1416179,2009-05-17
"Wicked","Gershwin Theatre",1416179,1552347,2009-05-24
"Wicked","Gershwin Theatre",1552347,1545886,2009-05-31
"Wicked","Gershwin Theatre",1545886,1572092,2009-06-07
"Wicked","Gershwin Theatre",1572092,1579549,2009-06-14
"Wicked","Gershwin Theatre",1579549,1606120,2009-06-21
"Wicked","Gershwin Theatre",1606120,1573163,2009-06-28
"Wicked","Gershwin Theatre",1573163,1616649,2009-07-05
"Wicked","Gershwin Theatre",1616649,1634385,2009-07-12
"Wicked","Gershwin Theatre",1634385,1632856,2009-07-19
"Wicked","Gershwin Theatre",1632856,1627239,2009-07-26
"Wicked","Gershwin Theatre",1627239,1649459,2009-08-02
"Wicked","Gershwin Theatre",1649459,1645488,2009-08-09
"Wicked","Gershwin Theatre",1645488,1634843,2009-08-16
"Wicked","Gershwin Theatre",1634843,1609027,2009-08-23
"Wicked","Gershwin Theatre",1609027,1549937,2009-08-30
"Wicked","Gershwin Theatre",1549937,1406548,2009-09-06
"Wicked","Gershwin Theatre",1406548,1441683,2009-09-13
"Wicked","Gershwin Theatre",1441683,1481120,2009-09-20
"Wicked","Gershwin Theatre",1481120,1470532,2009-09-27
"Wicked","Gershwin Theatre",1470532,1552645,2009-10-04
"Wicked","Gershwin Theatre",1552645,1554561,2009-10-11
"Wicked","Gershwin Theatre",1554561,1525772,2009-10-18
"Wicked","Gershwin Theatre",1525772,1489548,2009-10-25
"Wicked","Gershwin Theatre",1489548,1511167,2009-11-01
"Wicked","Gershwin Theatre",1511167,1549328,2009-11-08
"Wicked","Gershwin Theatre",1549328,1430006,2009-11-15
"Wicked","Gershwin Theatre",1430006,2086135,2009-11-22
"Wicked","Gershwin Theatre",2086135,1535600,2009-11-29
"Wicked","Gershwin Theatre",1535600,1624400,2009-12-06
"Wicked","Gershwin Theatre",1624400,1604791,2009-12-13
"Wicked","Gershwin Theatre",1604791,2092745,2009-12-20
"Wicked","Gershwin Theatre",2092745,2125740,2009-12-27
"Wicked","Gershwin Theatre",2125740,1539959,2010-01-03
"Wicked","Gershwin Theatre",1539959,1460131,2010-01-10
"Wicked","Gershwin Theatre",1460131,1377097,2010-01-17
"Wicked","Gershwin Theatre",1377097,1337056,2010-01-24
"Wicked","Gershwin Theatre",1337056,1285902,2010-01-31
"Wicked","Gershwin Theatre",1285902,1359810,2010-02-07
"Wicked","Gershwin Theatre",1359810,1602783,2010-02-14
"Wicked","Gershwin Theatre",1602783,1353808,2010-02-21
"Wicked","Gershwin Theatre",1353808,1337882,2010-02-28
"Wicked","Gershwin Theatre",1337882,1505286,2010-03-07
"Wicked","Gershwin Theatre",1505286,1583765,2010-03-14
"Wicked","Gershwin Theatre",1583765,1565719,2010-03-21
"Wicked","Gershwin Theatre",1565719,1686510,2010-03-28
"Wicked","Gershwin Theatre",1686510,1678013,2010-04-04
"Wicked","Gershwin Theatre",1678013,1561198,2010-04-11
"Wicked","Gershwin Theatre",1561198,1565019,2010-04-18
"Wicked","Gershwin Theatre",1565019,1510925,2010-04-25
"Wicked","Gershwin Theatre",1510925,1529199,2010-05-02
"Wicked","Gershwin Theatre",1529199,1549754,2010-05-09
"Wicked","Gershwin Theatre",1549754,1576010,2010-05-16
"Wicked","Gershwin Theatre",1576010,1570390,2010-05-23
"Wicked","Gershwin Theatre",1570390,1570925,2010-05-30
"Wicked","Gershwin Theatre",1570925,1614485,2010-06-06
"Wicked","Gershwin Theatre",1614485,1620876,2010-06-13
"Wicked","Gershwin Theatre",1620876,1641718,2010-06-20
"Wicked","Gershwin Theatre",1641718,1620851,2010-06-27
"Wicked","Gershwin Theatre",1620851,1650562,2010-07-04
"Wicked","Gershwin Theatre",1650562,1681570,2010-07-11
"Wicked","Gershwin Theatre",1681570,1707154,2010-07-18
"Wicked","Gershwin Theatre",1707154,1720540,2010-07-25
"Wicked","Gershwin Theatre",1720540,1745925,2010-08-01
"Wicked","Gershwin Theatre",1745925,1733834,2010-08-08
"Wicked","Gershwin Theatre",1733834,1688034,2010-08-15
"Wicked","Gershwin Theatre",1688034,1664108,2010-08-22
"Wicked","Gershwin Theatre",1664108,1622078,2010-08-29
"Wicked","Gershwin Theatre",1622078,1400569,2010-09-05
"Wicked","Gershwin Theatre",1400569,1479055,2010-09-12
"Wicked","Gershwin Theatre",1479055,1495013,2010-09-19
"Wicked","Gershwin Theatre",1495013,1507992,2010-09-26
"Wicked","Gershwin Theatre",1507992,1602698,2010-10-03
"Wicked","Gershwin Theatre",1602698,1576947,2010-10-10
"Wicked","Gershwin Theatre",1576947,1573370,2010-10-17
"Wicked","Gershwin Theatre",1573370,1541013,2010-10-24
"Wicked","Gershwin Theatre",1541013,1547866,2010-10-31
"Wicked","Gershwin Theatre",1547866,1567087,2010-11-07
"Wicked","Gershwin Theatre",1567087,1509711,2010-11-14
"Wicked","Gershwin Theatre",1509711,2150665,2010-11-21
"Wicked","Gershwin Theatre",2150665,1566919,2010-11-28
"Wicked","Gershwin Theatre",1566919,1645313,2010-12-05
"Wicked","Gershwin Theatre",1645313,1631743,2010-12-12
"Wicked","Gershwin Theatre",1631743,2153110,2010-12-19
"Wicked","Gershwin Theatre",2153110,2228235,2010-12-26
"Wicked","Gershwin Theatre",2228235,1588456,2011-01-02
"Wicked","Gershwin Theatre",1588456,1540868,2011-01-09
"Wicked","Gershwin Theatre",1540868,1401082,2011-01-16
"Wicked","Gershwin Theatre",1401082,1308560,2011-01-23
"Wicked","Gershwin Theatre",1308560,1214880,2011-01-30
"Wicked","Gershwin Theatre",1214880,1436121,2011-02-06
"Wicked","Gershwin Theatre",1436121,1526036,2011-02-13
"Wicked","Gershwin Theatre",1526036,1660095,2011-02-20
"Wicked","Gershwin Theatre",1660095,1388574,2011-02-27
"Wicked","Gershwin Theatre",1388574,1545232,2011-03-06
"Wicked","Gershwin Theatre",1545232,1670779,2011-03-13
"Wicked","Gershwin Theatre",1670779,1627422,2011-03-20
"Wicked","Gershwin Theatre",1627422,1623653,2011-03-27
"Wicked","Gershwin Theatre",1623653,1646991,2011-04-03
"Wicked","Gershwin Theatre",1646991,1663270,2011-04-10
"Wicked","Gershwin Theatre",1663270,1843855,2011-04-17
"Wicked","Gershwin Theatre",1843855,1736420,2011-04-24
"Wicked","Gershwin Theatre",1736420,1599916,2011-05-01
"Wicked","Gershwin Theatre",1599916,1606974,2011-05-08
"Wicked","Gershwin Theatre",1606974,1696763,2011-05-15
"Wicked","Gershwin Theatre",1696763,1732752,2011-05-22
"Wicked","Gershwin Theatre",1732752,1705602,2011-05-29
"Wicked","Gershwin Theatre",1705602,1752076,2011-06-05
"Wicked","Gershwin Theatre",1752076,1775427,2011-06-12
"Wicked","Gershwin Theatre",1775427,1830739,2011-06-19
"Wicked","Gershwin Theatre",1830739,1835710,2011-06-26
"Wicked","Gershwin Theatre",1835710,1867819,2011-07-03
"Wicked","Gershwin Theatre",1867819,1863700,2011-07-10
"Wicked","Gershwin Theatre",1863700,1882731,2011-07-17
"Wicked","Gershwin Theatre",1882731,1892399,2011-07-24
"Wicked","Gershwin Theatre",1892399,1887489,2011-07-31
"Wicked","Gershwin Theatre",1887489,1886230,2011-08-07
"Wicked","Gershwin Theatre",1886230,1820989,2011-08-14
"Wicked","Gershwin Theatre",1820989,1031290,2011-08-21
"Wicked","Gershwin Theatre",1031290,1602104,2011-08-28
"Wicked","Gershwin Theatre",1602104,1253990,2011-09-04
"Wicked","Gershwin Theatre",1253990,1479369,2011-09-11
"Wicked","Gershwin Theatre",1479369,1561913,2011-09-18
"Wicked","Gershwin Theatre",1561913,1593748,2011-09-25
"Wicked","Gershwin Theatre",1593748,1656867,2011-10-02
"Wicked","Gershwin Theatre",1656867,1675421,2011-10-09
"Wicked","Gershwin Theatre",1675421,1698824,2011-10-16
"Wicked","Gershwin Theatre",1698824,1629545,2011-10-23
"Wicked","Gershwin Theatre",1629545,1535611,2011-10-30
"Wicked","Gershwin Theatre",1535611,1646583,2011-11-06
"Wicked","Gershwin Theatre",1646583,1535489,2011-11-13
"Wicked","Gershwin Theatre",1535489,2205025,2011-11-20
"Wicked","Gershwin Theatre",2205025,1656955,2011-11-27
"Wicked","Gershwin Theatre",1656955,1777817,2011-12-04
"Wicked","Gershwin Theatre",1777817,1762301,2011-12-11
"Wicked","Gershwin Theatre",1762301,2107015,2011-12-18
"Wicked","Gershwin Theatre",2107015,2712535,2011-12-25
"Wicked","Gershwin Theatre",2712535,1850216,2012-01-01
"Wicked","Gershwin Theatre",1850216,1792976,2012-01-08
"Wicked","Gershwin Theatre",1792976,1534111,2012-01-15
"Wicked","Gershwin Theatre",1534111,1503461,2012-01-22
"Wicked","Gershwin Theatre",1503461,1349433,2012-01-29
"Wicked","Gershwin Theatre",1349433,1508501,2012-02-05
"Wicked","Gershwin Theatre",1508501,1903024,2012-02-12
"Wicked","Gershwin Theatre",1903024,1872679,2012-02-19
"Wicked","Gershwin Theatre",1872679,1501011,2012-02-26
"Wicked","Gershwin Theatre",1501011,1662595,2012-03-04
"Wicked","Gershwin Theatre",1662595,1942288,2012-03-11
"Wicked","Gershwin Theatre",1942288,1808773,2012-03-18
"Wicked","Gershwin Theatre",1808773,1841661,2012-03-25
"Wicked","Gershwin Theatre",1841661,2183025,2012-04-01
"Wicked","Gershwin Theatre",2183025,2153975,2012-04-08
"Wicked","Gershwin Theatre",2153975,1800949,2012-04-15
"Wicked","Gershwin Theatre",1800949,1742571,2012-04-22
"Wicked","Gershwin Theatre",1742571,1643258,2012-04-29
"Wicked","Gershwin Theatre",1643258,1579314,2012-05-06
"Wicked","Gershwin Theatre",1579314,1831193,2012-05-13
"Wicked","Gershwin Theatre",1831193,1896633,2012-05-20
"Wicked","Gershwin Theatre",1896633,1802133,2012-05-27
"Wicked","Gershwin Theatre",1802133,1990184,2012-06-03
"Wicked","Gershwin Theatre",1990184,1980203,2012-06-10
"Wicked","Gershwin Theatre",1980203,2038405,2012-06-17
"Wicked","Gershwin Theatre",2038405,2033004,2012-06-24
"Wicked","Gershwin Theatre",2033004,1920563,2012-07-01
"Wicked","Gershwin Theatre",1920563,1980214,2012-07-08
"Wicked","Gershwin Theatre",1980214,2145917,2012-07-15
"Wicked","Gershwin Theatre",2145917,2055433,2012-07-22
"Wicked","Gershwin Theatre",2055433,2013559,2012-07-29
"Wicked","Gershwin Theatre",2013559,2147461,2012-08-05
"Wicked","Gershwin Theatre",2147461,1818537,2012-08-12
"Wicked","Gershwin Theatre",1818537,1690150,2012-08-19
"Wicked","Gershwin Theatre",1690150,1700412,2012-08-26
"Wicked","Gershwin Theatre",1700412,1313195,2012-09-02
"Wicked","Gershwin Theatre",1313195,1435082,2012-09-09
"Wicked","Gershwin Theatre",1435082,1495735,2012-09-16
"Wicked","Gershwin Theatre",1495735,1536124,2012-09-23
"Wicked","Gershwin Theatre",1536124,1806846,2012-09-30
"Wicked","Gershwin Theatre",1806846,1691769,2012-10-07
"Wicked","Gershwin Theatre",1691769,1717002,2012-10-14
"Wicked","Gershwin Theatre",1717002,1657271,2012-10-21
"Wicked","Gershwin Theatre",1657271,1166275,2012-10-28
"Wicked","Gershwin Theatre",1166275,1506283,2012-11-04
"Wicked","Gershwin Theatre",1506283,1598476,2012-11-11
"Wicked","Gershwin Theatre",1598476,2290819,2012-11-18
"Wicked","Gershwin Theatre",2290819,1696781,2012-11-25
"Wicked","Gershwin Theatre",1696781,1825121,2012-12-02
"Wicked","Gershwin Theatre",1825121,1866094,2012-12-09
"Wicked","Gershwin Theatre",1866094,2100170,2012-12-16
"Wicked","Gershwin Theatre",2100170,2947172,2012-12-23
"Wicked","Gershwin Theatre",2947172,2106339,2012-12-30
"Wicked","Gershwin Theatre",2106339,1519043,2013-01-06
"Wicked","Gershwin Theatre",1519043,1700024,2013-01-13
"Wicked","Gershwin Theatre",1700024,1493804,2013-01-20
"Wicked","Gershwin Theatre",1493804,1419249,2013-01-27
"Wicked","Gershwin Theatre",1419249,1355055,2013-02-03
"Wicked","Gershwin Theatre",1355055,1875920,2013-02-10
"Wicked","Gershwin Theatre",1875920,1657584,2013-02-17
"Wicked","Gershwin Theatre",1657584,1544023,2013-02-24
"Wicked","Gershwin Theatre",1544023,1663310,2013-03-03
"Wicked","Gershwin Theatre",1663310,1950727,2013-03-10
"Wicked","Gershwin Theatre",1950727,1940002,2013-03-17
"Wicked","Gershwin Theatre",1940002,2633547,2013-03-24
"Wicked","Gershwin Theatre",2633547,2257034,2013-03-31
"Wicked","Gershwin Theatre",2257034,1749291,2013-04-07
"Wicked","Gershwin Theatre",1749291,1810911,2013-04-14
"Wicked","Gershwin Theatre",1810911,1735066,2013-04-21
"Wicked","Gershwin Theatre",1735066,1651541,2013-04-28
"Wicked","Gershwin Theatre",1651541,1697007,2013-05-05
"Wicked","Gershwin Theatre",1697007,1748141,2013-05-12
"Wicked","Gershwin Theatre",1748141,1858318,2013-05-19
"Wicked","Gershwin Theatre",1858318,1776282,2013-05-26
"Wicked","Gershwin Theatre",1776282,1770507,2013-06-02
"Wicked","Gershwin Theatre",1770507,1849045,2013-06-09
"Wicked","Gershwin Theatre",1849045,2041391,2013-06-16
"Wicked","Gershwin Theatre",2041391,1985154,2013-06-23
"Wicked","Gershwin Theatre",1985154,1893488,2013-06-30
"Wicked","Gershwin Theatre",1893488,1986489,2013-07-07
"Wicked","Gershwin Theatre",1986489,1907228,2013-07-14
"Wicked","Gershwin Theatre",1907228,2088425,2013-07-21
"Wicked","Gershwin Theatre",2088425,1880559,2013-07-28
"Wicked","Gershwin Theatre",1880559,2053281,2013-08-04
"Wicked","Gershwin Theatre",2053281,1871050,2013-08-11
"Wicked","Gershwin Theatre",1871050,1708781,2013-08-18
"Wicked","Gershwin Theatre",1708781,1692789,2013-08-25
"Wicked","Gershwin Theatre",1692789,1373885,2013-09-01
"Wicked","Gershwin Theatre",1373885,1452909,2013-09-08
"Wicked","Gershwin Theatre",1452909,1471059,2013-09-15
"Wicked","Gershwin Theatre",1471059,1467774,2013-09-22
"Wicked","Gershwin Theatre",1467774,1543608,2013-09-29
"Wicked","Gershwin Theatre",1543608,1874654,2013-10-06
"Wicked","Gershwin Theatre",1874654,1719816,2013-10-13
"Wicked","Gershwin Theatre",1719816,1693555,2013-10-20
"Wicked","Gershwin Theatre",1693555,1736957,2013-10-27
"Wicked","Gershwin Theatre",1736957,1864819,2013-11-03
"Wicked","Gershwin Theatre",1864819,1587882,2013-11-10
"Wicked","Gershwin Theatre",1587882,1632849,2013-11-17
"Wicked","Gershwin Theatre",1632849,2625327,2013-11-24
